x,y,z,s,t,w
64701,132720,147651,295460,323900,330299
295460,132720,323900,64701,147651,330299
72522,49296,87690,318528,322320,330378
318528,49296,322320,72522,87690,330378
31395,36432,48093,326876,328900,330395
78936,148005,167739,284648,320827,330395
78936,133952,155480,291525,320827,330395
284648,148005,320827,78936,167739,330395
291525,133952,320827,78936,155480,330395
326876,36432,328900,31395,48093,330395
135408,233244,269700,190960,301444,330460
190960,233244,301444,135408,269700,330460
137984,258720,293216,152460,300300,330484
152460,258720,300300,137984,293216,330484
194425,169680,258055,207252,267852,330977
207252,169680,267852,194425,258055,330977
50635,71820,87875,319200,327180,331075
67773,55936,87875,319200,324064,331075
72675,49400,87875,319200,323000,331075
135660,168245,216125,250800,302005,331075
214795,23940,216125,250800,251940,331075
250800,168245,302005,135660,216125,331075
250800,23940,251940,214795,216125,331075
319200,71820,327180,50635,87875,331075
319200,55936,324064,67773,87875,331075
319200,49400,323000,72675,87875,331075
186160,41886,190814,270648,273870,331150
270648,41886,273870,186160,190814,331150
98532,50949,110925,312120,316251,331245
312120,50949,316251,98532,110925,331245
79200,148500,168300,285600,321900,331500
79200,134400,156000,292500,321900,331500
172800,115920,208080,258060,282900,331500
258060,115920,282900,172800,208080,331500
285600,148500,321900,79200,168300,331500
292500,134400,321900,79200,156000,331500
138432,259560,294168,152955,301275,331557
152955,259560,301275,138432,294168,331557
72828,49504,88060,319872,323680,331772
184828,112896,216580,251328,275520,331772
251328,112896,275520,184828,216580,331772
319872,49504,323680,72828,88060,331772
186680,42003,191347,271404,274635,332075
271404,42003,274635,186680,191347,332075
86632,149226,172550,283968,320790,332282
283968,149226,320790,86632,172550,332282
72981,49608,88245,320544,324360,332469
320544,49608,324360,72981,88245,332469
79464,148995,168861,286552,322973,332605
79464,134848,156520,293475,322973,332605
286552,148995,322973,79464,168861,332605
293475,134848,322973,79464,156520,332605
138880,260400,295120,153450,302250,332630
153450,260400,302250,138880,295120,332630
105840,129276,167076,287793,315495,332775
287793,129276,315495,105840,167076,332775
16779,59972,62275,327120,332572,332995
327120,59972,332572,16779,62275,332995
187200,42120,191880,272160,275400,333000
272160,42120,275400,187200,191880,333000
70560,304668,312732,114576,325500,333060
114576,304668,325500,70560,312732,333060
36900,250800,253500,216125,331075,333125
136500,235125,271875,192500,303875,333125
136500,158400,209100,259325,303875,333125
192500,235125,303875,136500,271875,333125
216125,250800,331075,36900,253500,333125
259325,158400,303875,136500,209100,333125
73134,49712,88430,321216,325040,333166
321216,49712,325040,73134,88430,333166
99176,51282,111650,314160,318318,333410
314160,51282,318318,99176,111650,333410
139328,261240,296072,153945,303225,333703
153945,261240,303225,139328,296072,333703
79728,149490,169422,287504,324046,333710
79728,135296,157040,294450,324046,333710
287504,149490,324046,79728,169422,333710
294450,135296,324046,79728,157040,333710
73260,266112,276012,187616,325600,333740
187616,266112,325600,73260,276012,333740
36972,31521,48585,330220,331721,333775
330220,31521,331721,36972,48585,333775
73287,49816,88615,321888,325720,333863
321888,49816,325720,73287,88615,333863
187720,42237,192413,272916,276165,333925
272916,42237,276165,187720,192413,333925
170625,198000,261375,207900,287100,333975
207900,198000,287100,170625,261375,333975
142835,225036,266539,201552,302100,334165
201552,225036,302100,142835,266539,334165
196350,171360,260610,209304,270504,334254
209304,171360,270504,196350,260610,334254
65520,134400,149520,299200,328000,334480
299200,134400,328000,65520,149520,334480
51168,72576,88800,322560,330624,334560
73440,49920,88800,322560,326400,334560
137088,170016,218400,253440,305184,334560
217056,24192,218400,253440,254592,334560
253440,170016,305184,137088,218400,334560
253440,24192,254592,217056,218400,334560
322560,72576,330624,51168,88800,334560
322560,49920,326400,73440,88800,334560
139776,262080,297024,154440,304200,334776
154440,262080,304200,139776,297024,334776
79992,149985,169983,288456,325119,334815
79992,135744,157560,295425,325119,334815
288456,149985,325119,79992,169983,334815
295425,135744,325119,79992,157560,334815
188240,42354,192946,273672,276930,334850
273672,42354,276930,188240,192946,334850
31857,216524,218855,253968,333740,335257
57868,67599,88985,323232,330225,335257
73593,50024,88985,323232,327080,335257
193732,87024,212380,259407,273615,335257
253968,216524,333740,31857,218855,335257
259407,87024,273615,193732,212380,335257
323232,67599,330225,57868,88985,335257
323232,50024,327080,73593,88985,335257
99820,51615,112375,316200,320385,335575
316200,51615,320385,99820,112375,335575
188760,42471,193479,274428,277695,335775
274428,42471,277695,188760,193479,335775
137592,237006,274050,194040,306306,335790
194040,237006,306306,137592,274050,335790
140224,262920,297976,154935,305175,335849
154935,262920,305175,140224,297976,335849
80256,150480,170544,289408,326192,335920
80256,136192,158080,296400,326192,335920
289408,150480,326192,80256,170544,335920
296400,136192,326192,80256,158080,335920
73746,50128,89170,323904,327760,335954
323904,50128,327760,73746,89170,335954
190624,94080,212576,260568,277032,336280
260568,94080,277032,190624,212576,336280
73899,50232,89355,324576,328440,336651
324576,50232,328440,73899,89355,336651
189280,42588,194012,275184,278460,336700
275184,42588,278460,189280,194012,336700
140672,263760,298928,155430,306150,336922
155430,263760,306150,140672,298928,336922
71400,308295,316455,115940,329375,337025
80520,150975,171105,290360,327265,337025
80520,136640,158600,297375,327265,337025
115940,308295,329375,71400,316455,337025
175680,117852,211548,262361,287615,337025
194649,17732,195455,274560,275132,337025
262361,117852,287615,175680,211548,337025
274560,17732,275132,194649,195455,337025
290360,150975,327265,80520,171105,337025
297375,136640,327265,80520,158600,337025
74052,50336,89540,325248,329120,337348
325248,50336,329120,74052,89540,337348
198275,173040,263165,211356,273156,337531
211356,173040,273156,198275,263165,337531
189800,42705,194545,275940,279225,337625
275940,42705,279225,189800,194545,337625
100464,51948,113100,318240,322452,337740
318240,51948,322452,100464,113100,337740
141120,264600,299880,155925,307125,337995
155925,264600,307125,141120,299880,337995
37440,31920,49200,334400,335920,338000
334400,31920,335920,37440,49200,338000
51701,73332,89725,325920,334068,338045
74205,50440,89725,325920,329800,338045
138516,171787,220675,256080,308363,338045
219317,24444,220675,256080,257244,338045
256080,171787,308363,138516,220675,338045
256080,24444,257244,219317,220675,338045
325920,73332,334068,51701,89725,338045
325920,50440,329800,74205,89725,338045
80784,151470,171666,291312,328338,338130
80784,137088,159120,298350,328338,338130
176256,218592,280800,188370,288558,338130
188370,218592,288558,176256,280800,338130
291312,151470,328338,80784,171666,338130
298350,137088,328338,80784,159120,338130
23016,149270,151034,302640,337450,338234
302640,149270,337450,23016,151034,338234
172900,200640,264860,210672,290928,338428
210672,200640,290928,172900,264860,338428
138684,238887,276225,195580,308737,338455
195580,238887,308737,138684,276225,338455
136710,93720,165750,295200,309720,338550
190320,42822,195078,276696,279990,338550
276696,42822,279990,190320,195078,338550
295200,93720,309720,136710,165750,338550
137445,228760,266875,208320,309400,338555
208320,228760,309400,137445,266875,338555
66339,136080,151389,302940,332100,338661
302940,136080,332100,66339,151389,338661
74358,50544,89910,326592,330480,338742
326592,50544,330480,74358,89910,338742
197505,172368,262143,214620,275268,338793
197505,161700,255255,222768,275268,338793
214620,172368,275268,197505,262143,338793
222768,161700,275268,197505,255255,338793
141568,265440,300832,156420,308100,339068
156420,265440,308100,141568,300832,339068
81048,151965,172227,292264,329411,339235
81048,137536,159640,299325,329411,339235
292264,151965,329411,81048,172227,339235
299325,137536,329411,81048,159640,339235
74511,50648,90095,327264,331160,339439
327264,50648,331160,74511,90095,339439
61215,321552,327327,89964,333900,339465
89964,321552,333900,61215,327327,339465
190840,42939,195611,277452,280755,339475
277452,42939,280755,190840,195611,339475
43848,144739,151235,304152,336835,339677
304152,144739,336835,43848,151235,339677
94248,190570,212602,265200,326570,339898
265200,190570,326570,94248,212602,339898
101108,52281,113825,320280,324519,339905
320280,52281,324519,101108,113825,339905
17136,61248,63600,334080,339648,340080
334080,61248,339648,17136,63600,340080
74664,50752,90280,327936,331840,340136
327936,50752,331840,74664,90280,340136
142016,266280,301784,156915,309075,340141
156915,266280,309075,142016,301784,340141
81312,152460,172788,293216,330484,340340
81312,137984,160160,300300,330484,340340
293216,152460,330484,81312,172788,340340
300300,137984,330484,81312,160160,340340
191360,43056,196144,278208,281520,340400
278208,43056,281520,191360,196144,340400
78720,52808,94792,327360,331592,340808
200200,174720,265720,213408,275808,340808
213408,174720,275808,200200,265720,340808
327360,52808,331592,78720,94792,340808
74817,50856,90465,328608,332520,340833
328608,50856,332520,74817,90465,340833
72240,311922,320178,117304,333250,340990
117304,311922,333250,72240,320178,340990
139776,240768,278400,197120,311168,341120
197120,240768,311168,139776,278400,341120
142464,267120,302736,157410,310050,341214
157410,267120,310050,142464,302736,341214
27104,72072,77000,332475,340197,341275
332475,72072,340197,27104,77000,341275
74925,272160,282285,191880,333000,341325
191880,272160,333000,74925,282285,341325
191880,43173,196677,278964,282285,341325
278964,43173,282285,191880,196677,341325
81576,152955,173349,294168,331557,341445
81576,138432,160680,301275,331557,341445
294168,152955,331557,81576,173349,341445
301275,138432,331557,81576,160680,341445
52234,74088,90650,329280,337512,341530
74970,50960,90650,329280,333200,341530
139944,173558,222950,258720,311542,341530
221578,24696,222950,258720,259896,341530
258720,173558,311542,139944,222950,341530
258720,24696,259896,221578,222950,341530
329280,74088,337512,52234,90650,341530
329280,50960,333200,74970,90650,341530
89180,153615,177625,292320,330225,342055
292320,153615,330225,89180,177625,342055
101752,52614,114550,322320,326586,342070
322320,52614,326586,101752,114550,342070
37908,32319,49815,338580,340119,342225
338580,32319,340119,37908,49815,342225
75123,51064,90835,329952,333880,342227
329952,51064,333880,75123,90835,342227
192400,43290,197210,279720,283050,342250
279720,43290,283050,192400,197210,342250
194028,95760,216372,265221,281979,342285
265221,95760,281979,194028,216372,342285
142912,267960,303688,157905,311025,342287
157905,267960,311025,142912,303688,342287
81840,153450,173910,295120,332630,342550
81840,138880,161200,302250,332630,342550
178560,119784,215016,266662,292330,342550
266662,119784,292330,178560,215016,342550
295120,153450,332630,81840,173910,342550
302250,138880,332630,81840,161200,342550
67158,137760,153258,306680,336200,342842
306680,137760,336200,67158,153258,342842
175175,203280,268345,213444,294756,342881
213444,203280,294756,175175,268345,342881
75276,51168,91020,330624,334560,342924
330624,51168,334560,75276,91020,342924
133672,139104,192920,283815,316071,343175
192920,43407,197743,280476,283815,343175
280476,43407,283815,192920,197743,343175
283815,139104,316071,133672,192920,343175
143360,268800,304640,158400,312000,343360
158400,268800,312000,143360,304640,343360
146432,174720,227968,257040,310800,343568
257040,174720,310800,146432,227968,343568
33796,66528,74620,335421,341955,343621
75429,51272,91205,331296,335240,343621
162435,188496,248829,236980,302804,343621
162435,154700,224315,260304,302804,343621
191429,116928,224315,260304,285360,343621
236980,188496,302804,162435,248829,343621
260304,154700,302804,162435,224315,343621
260304,116928,285360,191429,224315,343621
331296,51272,335240,75429,91205,343621
335421,66528,341955,33796,74620,343621
82104,153945,174471,296072,333703,343655
82104,139328,161720,303225,333703,343655
296072,153945,333703,82104,174471,343655
303225,139328,333703,82104,161720,343655
140868,242649,280575,198660,313599,343785
198660,242649,313599,140868,280575,343785
202125,176400,268275,215460,278460,344085
215460,176400,278460,202125,268275,344085
193440,43524,198276,281232,284580,344100
281232,43524,284580,193440,198276,344100
74800,12210,75790,335664,335886,344114
335664,12210,335886,74800,75790,344114
102396,52947,115275,324360,328653,344235
324360,52947,328653,102396,115275,344235
32718,222376,224770,260832,342760,344318
59432,69426,91390,331968,339150,344318
75582,51376,91390,331968,335920,344318
198968,89376,218120,266418,281010,344318
260832,222376,342760,32718,224770,344318
266418,89376,281010,198968,218120,344318
331968,69426,339150,59432,91390,344318
331968,51376,335920,75582,91390,344318
143808,269640,305592,158895,312975,344433
158895,269640,312975,143808,305592,344433
203112,156416,256360,230112,278240,344488
230112,156416,278240,203112,256360,344488
